   ID     X     Y      Map X       Map Y        Lat        Lon    B1    B2    B3    B4    B5    B6    B7    B8    B9   B10   B11   B12
   1  3386  1934  567680.00  5461360.00  49.301231  15.930950   348   595   477   796  1708  2077  2285  1203   841    48    60    35
   2  3385  1935  567660.00  5461340.00  49.301054  15.930671   430   563   480   870  1866  2242  2383  1405   968    48    57    43
   3  3386  1935  567680.00  5461340.00  49.301052  15.930946   413   559   426   795  1785  2191  2379  1305   910    45    58    41
   4  3386  1936  567680.00  5461320.00  49.300872  15.930943   385   528   456   822  1854  2193  2394  1390   905    47    54    38
   5  3387  1936  567700.00  5461320.00  49.300869  15.931218   360   488   399   769  1713  2064  2232  1255   834    43    51    38
   6  3387  1937  567700.00  5461300.00  49.300690  15.931215   308   500   448   803  1749  2042  2238  1232   742    47    51    32

   1  3384  1931  567640.00  5461420.00  49.301775  15.930410   295   421   332   685  1633  1992  2203  1104   704    35    44    28
   2  3385  1931  567660.00  5461420.00  49.301773  15.930685   256   431   338   684  1612  2001  2158  1099   708    33    44    30
   3  3386  1931  567680.00  5461420.00  49.301771  15.930960   250   407   327   675  1690  2054  2283  1087   735    34    41    25
   4  3385  1932  567660.00  5461400.00  49.301593  15.930682   272   439   378   730  1704  2033  2177  1189   754    39    45    28
   5  3386  1932  567680.00  5461400.00  49.301591  15.930957   228   420   382   744  1711  2100  2254  1214   775    40    45    24

    1  3472  1806  569400.00  5463920.00  49.324063  15.955050   157   315   185   525  1482  1783  1950   801   388    20    33    17
    2  3471  1807  569380.00  5463900.00  49.323885  15.954772   151   296   163   504  1444  1750  1898   781   379    16    31    15
    3  3472  1807  569400.00  5463900.00  49.323883  15.955047   154   311   169   516  1448  1771  1937   794   386    18    32    16
    4  3473  1807  569420.00  5463900.00  49.323881  15.955322   138   304   172   511  1429  1748  1892   804   387    18    31    15
    5  3471  1808  569380.00  5463880.00  49.323705  15.954768   157   296   173   500  1426  1763  1897   776   369    18    32    17
    6  3472  1808  569400.00  5463880.00  49.323703  15.955043   137   300   164   511  1427  1775  1940   785   373    19    31    15
    7  3473  1808  569420.00  5463880.00  49.323701  15.955319   143   295   168   511  1409  1725  1871   785   366    18    31    15
    8  3471  1809  569380.00  5463860.00  49.323525  15.954765   150   311   172   490  1442  1749  1897   765   373    18    31    17
    9  3472  1809  569400.00  5463860.00  49.323523  15.955040   159   280   179   491  1437  1792  1922   777   360    21    31    16
   10  3473  1809  569420.00  5463860.00  49.323521  15.955315   147   302   179   497  1415  1753  1911   770   371    19    31    15
   11  3471  1810  569380.00  5463840.00  49.323345  15.954761   152   308   162   487  1423  1726  1933   739   369    18    32    18
   12  3472  1810  569400.00  5463840.00  49.323343  15.955036   148   307   177   500  1390  1730  1898   774   353    19    31    16
   13  3473  1810  569420.00  5463840.00  49.323341  15.955312   140   298   178   493  1432  1776  1887   758   376    20    32    16
   14  3472  1811  569400.00  5463820.00  49.323163  15.955033   137   282   165   459  1387  1675  1859   755   352    16    29    15
   15  3473  1811  569420.00  5463820.00  49.323161  15.955308   150   303   171   478  1384  1695  1877   733   368    19    31    16
   16  3474  1811  569440.00  5463820.00  49.323159  15.955583   137   291   172   483  1381  1667  1847   774   384    19    30    15
   17  3472  1812  569400.00  5463800.00  49.322983  15.955029   125   271   152   433  1322  1639  1771   721   345    16    28    13
   18  3473  1812  569420.00  5463800.00  49.322981  15.955305   130   275   157   430  1308  1596  1758   738   351    16    29    13
   19  3472  1813  569400.00  5463780.00  49.322804  15.955026   145   277   164   470  1322  1629  1765   736   335    17    30    14

   1  3463  1808  569220.00  5463880.00  49.323723  15.952567   133   287   160   490  1485  1839  1963   717   302    15    28    13
   2  3464  1808  569240.00  5463880.00  49.323721  15.952842   141   313   166   498  1473  1828  1995   731   313    18    31    15
   3  3465  1808  569260.00  5463880.00  49.323719  15.953117   133   287   158   472  1470  1828  1995   776   342    17    29    13
   4  3463  1809  569220.00  5463860.00  49.323544  15.952563   139   299   168   486  1512  1810  1976   748   329    17    30    14
   5  3464  1809  569240.00  5463860.00  49.323541  15.952838   143   303   158   501  1510  1873  2016   739   347    17    32    16
   6  3465  1809  569260.00  5463860.00  49.323539  15.953114   140   316   155   500  1527  1880  2043   771   339    16    33    17
   7  3464  1810  569240.00  5463840.00  49.323361  15.952835   148   317   167   511  1564  1918  2070   755   383    18    33    17
   8  3465  1810  569260.00  5463840.00  49.323359  15.953110   148   308   163   513  1529  1846  2009   765   345    17    32    16

    1  3447  1729  568900.00  5465460.00  49.337970  15.948437   658   853   834  1185  2030  2358  2554  1760  1171    84    88    67
    2  3448  1729  568920.00  5465460.00  49.337968  15.948712   751   952   903  1257  2107  2436  2582  1852  1218    92    97    76
    3  3447  1730  568900.00  5465440.00  49.337790  15.948433   762   971   912  1263  2096  2427  2626  1839  1202    95    99    81
    4  3448  1730  568920.00  5465440.00  49.337788  15.948708   839  1016   987  1317  2122  2434  2667  1887  1242   100   104    86
    5  3449  1730  568940.00  5465440.00  49.337786  15.948984   825  1020   972  1323  2109  2431  2664  1904  1235   100   102    84
    6  3450  1730  568960.00  5465440.00  49.337783  15.949259   770   922   913  1273  2070  2427  2637  1852  1200    94    96    77
    7  3447  1731  568900.00  5465420.00  49.337610  15.948430   911  1042   950  1290  2133  2455  2665  1874  1233    95   105    91
    8  3448  1731  568920.00  5465420.00  49.337608  15.948705   931  1072   947  1301  2149  2464  2692  1904  1242    98   109    94
    9  3449  1731  568940.00  5465420.00  49.337606  15.948980   881  1039   963  1341  2139  2449  2685  1888  1227    99   106    90
   10  3450  1731  568960.00  5465420.00  49.337603  15.949256   794   977   892  1271  2111  2430  2655  1818  1173    92    99    80
   11  3448  1732  568920.00  5465400.00  49.337428  15.948702   920  1055   973  1333  2196  2498  2741  1931  1261    99   108    93
   12  3449  1732  568940.00  5465400.00  49.337426  15.948977   905  1034   957  1329  2151  2475  2704  1898  1227    98   105    92
   13  3450  1732  568960.00  5465400.00  49.337424  15.949252   807   937   879  1248  2109  2433  2656  1816  1143    91    97    82
   14  3449  1733  568940.00  5465380.00  49.337246  15.948973   887  1009   940  1295  2164  2523  2739  1911  1256    96   103    93
   15  3450  1733  568960.00  5465380.00  49.337244  15.949249   749   929   849  1225  2069  2444  2667  1792  1145    86    94    78

    1  3114  1761  562240.00  5464820.00  49.332930  15.856670  2645  2535  2420  2861  3324  3393  3511  3150  2463   248   255   253
    2  3115  1761  562260.00  5464820.00  49.332928  15.856946  2443  2567  2434  2931  3447  3588  3700  3346  2679   248   255   248
    3  3116  1761  562280.00  5464820.00  49.332925  15.857221  2558  2622  2618  3112  3606  3745  3850  3468  2841   255   255   255
    4  3114  1762  562240.00  5464800.00  49.332750  15.856667  2624  2649  2414  2732  3355  3567  3730  3221  2723   245   255   253
    5  3115  1762  562260.00  5464800.00  49.332748  15.856943  2844  2720  2456  2938  3606  3857  3968  3472  2973   252   255   252
    6  3116  1762  562280.00  5464800.00  49.332746  15.857218  2882  2894  2700  3127  3731  3967  4065  3601  3055   255   255   255
    7  3117  1762  562300.00  5464800.00  49.332744  15.857493  3343  3294  2887  3292  3861  4003  4057  3697  3106   254   255   253
    8  3114  1763  562240.00  5464780.00  49.332570  15.856664  2722  2550  2396  3028  3693  3929  4017  3505  2933   246   255   254
    9  3115  1763  562260.00  5464780.00  49.332568  15.856939  2958  2825  2646  3292  3947  4124  4213  3723  3092   255   255   255
   10  3116  1763  562280.00  5464780.00  49.332566  15.857215  3256  2922  2773  3291  3878  4094  4224  3799  3189   255   255   255
   11  3117  1763  562300.00  5464780.00  49.332564  15.857490  3639  3241  2848  3332  3979  4199  4350  3876  3398   255   255   255
   12  3116  1764  562280.00  5464760.00  49.332386  15.857212  3061  3043  2860  3466  4080  4337  4545  4037  3502   255   255   255
   13  3117  1764  562300.00  5464760.00  49.332384  15.857487  3450  3061  2967  3610  4411  4614  4840  4236  3828   255   255   255

   1  3122  1752  562400.00  5465000.00  49.334532  15.858901  2667  2948  2661  3054  3402  3518  3601  3337  2682   255   255   253
   2  3123  1752  562420.00  5465000.00  49.334530  15.859176  2841  2950  2856  3295  3673  3679  3549  3477  2640   254   255   255
   3  3124  1752  562440.00  5465000.00  49.334528  15.859451  2589  2714  2702  3302  3766  3839  3744  3569  2891   255   255   247
   4  3122  1753  562400.00  5464980.00  49.334352  15.858898  3055  2909  2485  2817  3376  3508  3609  3218  2715   254   255   252
   5  3123  1753  562420.00  5464980.00  49.334350  15.859173  3021  3037  2783  3027  3294  3325  3412  3239  2497   253   255   255
   6  3124  1753  562440.00  5464980.00  49.334348  15.859448  2860  2928  2720  3131  3595  3704  3743  3458  2867   255   255   255
   7  3123  1754  562420.00  5464960.00  49.334170  15.859170  3171  2868  2433  2684  3240  3442  3679  3183  2910   248   255   252

    1  3101  1772  561980.00  5464600.00  49.330977  15.853058  2521  2703  2709  3152  3607  3733  3818  3575  3063   255   255   254
    2  3102  1772  562000.00  5464600.00  49.330975  15.853333  2621  2659  2690  3218  3634  3748  3789  3608  3049   255   255   254
    3  3103  1772  562020.00  5464600.00  49.330973  15.853609  2674  2575  2560  3149  3633  3800  3834  3612  3000   255   255   255
    4  3100  1773  561960.00  5464580.00  49.330799  15.852780  2770  2797  2694  3137  3529  3617  3710  3512  2982   255   255   255
    5  3101  1773  561980.00  5464580.00  49.330797  15.853055  2804  2807  2639  3110  3584  3737  3857  3551  3130   255   255   255
    6  3102  1773  562000.00  5464580.00  49.330795  15.853330  2698  2832  2694  3104  3535  3686  3811  3524  3083   255   254   254
    7  3103  1773  562020.00  5464580.00  49.330793  15.853605  2561  2665  2666  3127  3481  3613  3700  3489  2920   255   255   255
    8  3104  1773  562040.00  5464580.00  49.330791  15.853881  2577  2423  2497  2966  3454  3526  3584  3399  2827   255   247   253
    9  3100  1774  561960.00  5464560.00  49.330620  15.852777  2878  2802  2603  3070  3540  3638  3762  3510  3048   255   255   255
   10  3101  1774  561980.00  5464560.00  49.330618  15.853052  2852  2736  2594  3169  3671  3768  3849  3575  3133   255   255   255
   11  3102  1774  562000.00  5464560.00  49.330616  15.853327  2891  2843  2527  3028  3561  3687  3803  3504  3049   255   254   254
   12  3103  1774  562020.00  5464560.00  49.330614  15.853602  2638  2733  2516  2911  3384  3566  3686  3386  2899   255   255   255
   13  3104  1774  562040.00  5464560.00  49.330611  15.853878  2479  2563  2423  2836  3262  3466  3629  3298  2859   246   254   255
   14  3100  1775  561960.00  5464540.00  49.330440  15.852774  2817  2822  2719  3150  3553  3658  3726  3528  2986   255   255   255
   15  3101  1775  561980.00  5464540.00  49.330438  15.853049  2774  2701  2753  3237  3633  3698  3733  3579  2978   255   255   255
   16  3102  1775  562000.00  5464540.00  49.330436  15.853324  2867  2577  2553  3056  3538  3685  3717  3513  2932   255   255   255
   17  3103  1775  562020.00  5464540.00  49.330434  15.853599  2736  2529  2361  2884  3400  3510  3612  3360  2856   240   255   255
   18  3100  1776  561960.00  5464520.00  49.330260  15.852770  2953  2917  2715  3102  3523  3599  3658  3476  2923   255   255   255
   19  3101  1776  561980.00  5464520.00  49.330258  15.853046  2722  2878  2697  3162  3526  3587  3585  3505  2827   255   255   255
   20  3102  1776  562000.00  5464520.00  49.330256  15.853321  2538  2617  2530  2970  3432  3513  3558  3428  2759   255   254   254
   21  3103  1776  562020.00  5464520.00  49.330254  15.853596  2475  2475  2437  2902  3363  3469  3609  3353  2853   251   253   253
   22  3100  1777  561960.00  5464500.00  49.330080  15.852767  2976  2874  2573  2956  3369  3547  3660  3397  2909   255   255   255
   23  3101  1777  561980.00  5464500.00  49.330078  15.853043  2921  2783  2605  2935  3337  3433  3543  3334  2799   255   255   255
   24  3102  1777  562000.00  5464500.00  49.330076  15.853318  2587  2591  2427  2814  3273  3363  3480  3305  2793   248   255   255
   25  3100  1778  561960.00  5464480.00  49.329900  15.852764  2940  2691  2452  2921  3431  3557  3628  3405  2895   249   255   255
   26  3101  1778  561980.00  5464480.00  49.329898  15.853039  2745  2635  2347  2760  3279  3495  3609  3306  2911   239   254   255
   27  3102  1778  562000.00  5464480.00  49.329896  15.853315  2607  2573  2423  2867  3374  3624  3763  3397  3039   249   255   255
   28  3101  1779  561980.00  5464460.00  49.329718  15.853036  2637  2431  2376  2997  3462  3617  3749  3479  2993   243   248   252
   29  3102  1779  562000.00  5464460.00  49.329716  15.853312  2702  2677  2707  3222  3698  3806  3865  3615  3060   255   255   255

    1  3091  1772  561780.00  5464600.00  49.330998  15.850306  2674  2628  2540  3027  3552  3777  3846  3514  3094   255   255   255
    2  3091  1773  561780.00  5464580.00  49.330818  15.850303  2673  2673  2595  3135  3575  3692  3711  3495  2958   255   255   255
    3  3092  1773  561800.00  5464580.00  49.330816  15.850578  2656  2774  2568  2995  3466  3533  3655  3399  2898   255   255   255
    4  3090  1774  561760.00  5464560.00  49.330640  15.850024  2750  2791  2687  3100  3478  3516  3626  3421  2839   255   255   254
    5  3091  1774  561780.00  5464560.00  49.330638  15.850300  2796  2712  2576  2980  3415  3544  3687  3379  2937   253   255   255
    6  3092  1774  561800.00  5464560.00  49.330636  15.850575  2898  2675  2459  2971  3492  3694  3900  3437  3166   254   255   255
    7  3090  1775  561760.00  5464540.00  49.330460  15.850021  2870  2806  2510  2826  3323  3528  3673  3320  2965   255   255   254
    8  3091  1775  561780.00  5464540.00  49.330458  15.850296  2709  2622  2406  3029  3609  3862  3996  3539  3269   244   255   255
    9  3092  1775  561800.00  5464540.00  49.330456  15.850572  2716  2683  2725  3292  3811  4018  4119  3691  3389   253   255   255
   10  3090  1776  561760.00  5464520.00  49.330280  15.850018  2743  2511  2491  3071  3555  3770  3833  3497  3076   253   255   255
   11  3091  1776  561780.00  5464520.00  49.330278  15.850293  2675  2708  2886  3467  3925  4029  4109  3781  3299   255   255   255

   1  2915  2792  558260.00  5444200.00  49.147859  15.798898   181   334   222   531  1531  1908  2091   893   400    23    35    20
   2  2916  2792  558280.00  5444200.00  49.147857  15.799172   180   327   215   552  1647  2050  2308   879   419    21    34    18
   3  2917  2792  558300.00  5444200.00  49.147855  15.799447   188   338   221   585  1761  2172  2429   978   444    22    35    18
   4  2915  2793  558260.00  5444180.00  49.147679  15.798895   177   332   226   567  1428  1733  1917   994   477    23    34    19
   5  2916  2793  558280.00  5444180.00  49.147677  15.799170   161   329   211   561  1526  1936  2115   881   411    21    33    18
   6  2917  2793  558300.00  5444180.00  49.147675  15.799444   185   340   220   574  1631  2040  2129   926   396    24    36    21
   7  2916  2794  558280.00  5444160.00  49.147497  15.799167   173   327   236   554  1433  1789  1897   961   497    26    34    19

    1  4087  2898  581700.00  5442080.00  49.126121  16.119838  151  213  119  114   10    0    0   63   61   13   23   17
    2  4087  2899  581700.00  5442060.00  49.125941  16.119834  159  219  140  105   11    0    0   57   62   14   23   17
    3  4088  2899  581720.00  5442060.00  49.125939  16.120108  151  222  131  113   22    0    1   67   57   14   23   16
    4  4086  2900  581680.00  5442040.00  49.125764  16.119555  156  225  134  110    1    0    1   50   59   13   23   17
    5  4087  2900  581700.00  5442040.00  49.125762  16.119830  140  228  129  100    2    0    1   52   49   14   24   17
    6  4088  2900  581720.00  5442040.00  49.125759  16.120104  150  226  127  102    8    7    1   70   59   15   23   16
    7  4086  2901  581680.00  5442020.00  49.125584  16.119551  145  215  138  110    3    1    2   48   58   13   22   16
    8  4087  2901  581700.00  5442020.00  49.125582  16.119825  140  220  126  107    7    1    2   52   52   12   23   16
    9  4088  2901  581720.00  5442020.00  49.125579  16.120100  157  223  132  122    3    1    1   75   73   16   23   16
   10  4086  2902  581680.00  5442000.00  49.125405  16.119547  142  212  129  115    2    0    2   60   53   13   22   15
   11  4087  2902  581700.00  5442000.00  49.125402  16.119821  147  223  133  107    2    1    2   58   67   14   23   15
   12  4088  2902  581720.00  5442000.00  49.125399  16.120095  151  222  142  151    1   19    0   80   75   15   24   16
   13  4086  2903  581680.00  5441980.00  49.125225  16.119543  134  214  134  114    1    2    2   59   57   13   23   15
   14  4087  2903  581700.00  5441980.00  49.125222  16.119817  141  229  133  109   12    2    3   59   74   12   24   16
   15  4088  2903  581720.00  5441980.00  49.125219  16.120091  167  230  135  152    2   22    2   84   54   14   24   16
   16  4086  2904  581680.00  5441960.00  49.125045  16.119539  140  221  129  116    1    1    0   67   61   13   23   15
   17  4087  2904  581700.00  5441960.00  49.125042  16.119813  142  231  132  105    1    3    1   54   74   14   24   16
   18  4088  2904  581720.00  5441960.00  49.125039  16.120087  173  244  155  154    0   62    0   94   73   15   25   18
   19  4087  2905  581700.00  5441940.00  49.124862  16.119809  154  223  135  117    1    0   12   69   74   15   23   15
   20  4088  2905  581720.00  5441940.00  49.124860  16.120083  195  247  175  149   38   62   14  134  116   17   26   20
   21  4088  2906  581720.00  5441920.00  49.124680  16.120079  163  232  157  106   24    0    2  109  102   14   23   16

